shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP03309,ORD03881,DB Schenker,Air,China,France,2024-09-19,2024-09-22,2024-09-22,98034.32,13752.76,Delivered,0.0
SHIP03310,ORD04733,Maersk,Air,Vietnam,USA,2023-07-07,2023-07-13,,432.23,52.2,In Transit,
SHIP03311,ORD01130,Blue Dart,Sea,Malaysia,Saudi Arabia,2022-11-25,2022-12-10,2022-12-19,339.85,223.37,Delayed,9.0
SHIP03312,ORD00753,DHL,Sea,India,South Korea,2024-10-21,2024-11-30,,2593.93,2897.71,In Transit,
SHIP03313,ORD01859,DB Schenker,Sea,China,Singapore,2023-04-26,2023-05-27,,843.58,797.12,In Transit,
SHIP03314,ORD01609,DHL,Rail,China,Singapore,2022-02-27,2022-03-14,2022-03-22,5116.24,3468.26,Delivered,8.0
SHIP03315,ORD03393,Nippon Express,Sea,China,Mexico,2024-06-21,2024-08-05,,7687.16,9349.82,In Transit,
SHIP03316,ORD03000,Blue Dart,Air,Vietnam,Australia,2023-10-04,2023-10-08,2023-10-08,216.48,23.66,Delivered,0.0
SHIP03317,ORD01427,Nippon Express,Road,Vietnam,India,2023-01-21,2023-01-29,2023-02-18,323.79,127.09,Delayed,20.0
SHIP03318,ORD00014,FedEx,Air,China,Japan,2023-11-04,2023-11-09,2023-11-19,930.16,135.72,Delayed,10.0
SHIP03319,ORD04584,DB Schenker,Sea,Vietnam,Mexico,2022-11-01,2022-12-15,,180.79,35.15,Lost,
SHIP03320,ORD04210,Blue Dart,Sea,India,UK,2024-11-10,2024-12-12,2024-12-12,401.69,326.4,Delivered,0.0
SHIP03321,ORD01788,FedEx,Sea,India,Saudi Arabia,2022-10-04,2022-11-01,2022-11-09,189.62,52.45,Delivered,8.0
SHIP03322,ORD03302,FedEx,Sea,China,UAE,2024-05-16,2024-06-12,2024-06-12,693.23,648.15,Delivered,0.0
SHIP03323,ORD03750,FedEx,Sea,China,Thailand,2023-02-17,2023-03-08,2023-03-08,8429.04,9549.88,Delivered,0.0
SHIP03324,ORD02603,FedEx,Air,Vietnam,Bangladesh,2022-09-27,2022-10-04,2022-10-04,565.07,71.05,Delivered,0.0
SHIP03325,ORD04985,Maersk,Sea,China,Canada,2024-07-03,2024-07-28,,3293.9,3704.91,Lost,
SHIP03326,ORD00766,DB Schenker,Air,India,Australia,2023-07-13,2023-07-18,2023-08-14,309.29,39.27,Delayed,27.0
SHIP03327,ORD00394,Maersk,Sea,Malaysia,Mexico,2024-12-28,2025-01-24,2025-01-24,181.62,37.19,Delivered,0.0
SHIP03328,ORD03417,FedEx,Road,India,India,2023-05-06,2023-05-16,2023-05-16,91.17,22.1,Delivered,0.0
SHIP03329,ORD04733,DB Schenker,Sea,Vietnam,USA,2023-07-07,2023-07-30,,190.95,52.2,In Transit,
SHIP03330,ORD03606,Nippon Express,Air,India,Saudi Arabia,2022-09-16,2022-09-22,2022-09-22,34118.56,5689.72,Delivered,0.0
SHIP03331,ORD04200,Maersk,Air,China,Japan,2023-02-06,2023-02-12,,8958.75,1278.48,In Transit,
SHIP03332,ORD02554,Nippon Express,Air,Malaysia,South Korea,2023-01-12,2023-01-17,2023-02-01,16201.26,2583.78,Delayed,15.0
SHIP03333,ORD01581,DB Schenker,Air,China,Bangladesh,2024-03-11,2024-03-16,2024-03-26,1585.22,254.33,Delayed,10.0
SHIP03334,ORD04582,Blue Dart,Air,Vietnam,Germany,2022-07-04,2022-07-10,2022-07-13,17694.66,2472.34,Delayed,3.0
SHIP03335,ORD01738,FedEx,Sea,India,UK,2023-09-21,2023-10-14,2023-10-14,664.77,592.95,Delivered,0.0
SHIP03336,ORD04370,DB Schenker,Sea,India,South Korea,2022-08-27,2022-09-11,2022-09-11,1104.09,1134.36,Delivered,0.0
SHIP03337,ORD02559,FedEx,Sea,China,USA,2024-07-30,2024-09-05,2024-09-13,4447.75,5880.89,Delivered,8.0
SHIP03338,ORD01007,Nippon Express,Sea,China,UK,2024-11-25,2024-12-28,2024-12-28,248.95,118.41,Delivered,0.0
SHIP03339,ORD00011,DB Schenker,Air,Vietnam,South Korea,2024-09-02,2024-09-05,2024-09-08,16103.0,2391.3,Delivered,3.0
SHIP03340,ORD04891,DB Schenker,Air,China,Saudi Arabia,2024-07-13,2024-07-19,2024-08-10,676.91,99.98,Delayed,22.0
SHIP03341,ORD04540,DB Schenker,Air,India,Singapore,2022-08-23,2022-08-28,2022-08-28,48491.31,7512.91,Delivered,0.0
SHIP03342,ORD02468,Maersk,Sea,China,Indonesia,2022-10-31,2022-11-16,2022-11-23,2025.99,2145.65,Delivered,7.0
SHIP03343,ORD04025,DHL,Air,China,India,2022-05-24,2022-05-29,2022-05-31,10388.8,1758.72,Delayed,2.0
SHIP03344,ORD01543,Blue Dart,Air,Vietnam,Italy,2024-02-20,2024-02-27,2024-02-27,1123.61,164.64,Delivered,0.0
SHIP03345,ORD04192,Maersk,Sea,China,UK,2023-12-03,2024-01-17,2024-02-04,3195.84,3744.49,Delayed,18.0
SHIP03346,ORD01624,Nippon Express,Air,India,UK,2024-04-24,2024-04-27,2024-04-27,308.93,35.67,Delivered,0.0
SHIP03347,ORD03374,FedEx,Sea,China,Canada,2022-03-06,2022-04-06,2022-04-06,4482.77,5202.44,Delivered,0.0
SHIP03348,ORD03184,Nippon Express,Air,India,Canada,2023-05-10,2023-05-16,2023-05-16,5946.13,984.27,Delivered,0.0
SHIP03349,ORD04632,DB Schenker,Sea,China,South Korea,2024-05-17,2024-06-23,2024-06-23,311.16,206.51,Delivered,0.0
SHIP03350,ORD00054,DHL,Road,China,Bangladesh,2022-07-17,2022-07-22,2022-07-27,63.97,11.78,Delayed,5.0
SHIP03351,ORD02741,DB Schenker,Sea,China,Thailand,2024-10-16,2024-11-07,2024-11-18,1340.75,1370.34,Delivered,11.0
SHIP03352,ORD01592,Maersk,Sea,China,Germany,2024-12-03,2024-12-25,,232.53,99.36,In Transit,
SHIP03353,ORD01258,FedEx,Sea,Malaysia,Australia,2024-06-03,2024-06-29,2024-07-23,175.7,33.82,Delayed,24.0
SHIP03354,ORD03832,Blue Dart,Sea,China,Netherlands,2024-09-21,2024-10-28,2024-11-07,401.53,338.7,Delivered,10.0
SHIP03355,ORD00198,Nippon Express,Sea,Malaysia,Netherlands,2022-03-24,2022-04-26,2022-05-18,1114.88,1304.25,Delayed,22.0
SHIP03356,ORD04356,Maersk,Air,Vietnam,Singapore,2023-11-10,2023-11-15,2023-11-15,684.01,95.78,Delivered,0.0
SHIP03357,ORD04275,DHL,Air,India,Bangladesh,2024-11-01,2024-11-05,,9796.53,1572.83,In Transit,
SHIP03358,ORD02279,Maersk,Sea,Malaysia,Germany,2024-02-15,2024-03-01,,221.59,81.84,In Transit,
SHIP03359,ORD01819,Maersk,Sea,Vietnam,India,2023-05-14,2023-06-12,2023-06-23,166.35,20.88,Delivered,11.0
SHIP03360,ORD02799,DHL,Sea,China,UAE,2023-01-03,2023-02-02,2023-02-09,506.13,405.22,Delivered,7.0
SHIP03361,ORD04665,Nippon Express,Air,India,USA,2023-07-28,2023-08-04,2023-08-04,2992.21,420.72,Delivered,0.0
SHIP03362,ORD04549,FedEx,Sea,Vietnam,Mexico,2023-07-22,2023-08-27,2023-08-27,1387.69,1430.99,Delivered,0.0
SHIP03363,ORD04155,Maersk,Sea,India,Bangladesh,2022-06-15,2022-07-20,2022-08-18,3159.16,3846.96,Delayed,29.0
SHIP03364,ORD03369,DB Schenker,Sea,India,Japan,2022-12-10,2023-01-10,2023-01-10,929.74,1054.52,Delivered,0.0
SHIP03365,ORD01185,Nippon Express,Air,Vietnam,Australia,2024-01-10,2024-01-16,2024-01-16,262.13,29.12,Delivered,0.0
SHIP03366,ORD00685,Nippon Express,Air,Vietnam,Canada,2024-08-12,2024-08-19,,221.35,27.55,In Transit,
SHIP03367,ORD00867,Blue Dart,Air,China,UK,2023-02-10,2023-02-14,2023-02-27,2021.61,304.94,Delivered,13.0
SHIP03368,ORD04165,Blue Dart,Sea,India,Australia,2024-05-04,2024-05-26,2024-06-04,681.66,715.1,Delivered,9.0
SHIP03369,ORD03479,DHL,Sea,India,Thailand,2024-09-04,2024-10-19,2024-10-19,5209.24,5853.0,Delivered,0.0
SHIP03370,ORD01198,Nippon Express,Air,China,Netherlands,2024-06-14,2024-06-18,,112.76,7.56,In Transit,
SHIP03371,ORD03967,Blue Dart,Sea,China,Canada,2024-11-02,2024-11-22,,2254.72,2836.47,In Transit,
SHIP03372,ORD01312,DB Schenker,Road,China,India,2024-03-04,2024-03-08,2024-03-08,5182.59,2313.7,Delivered,0.0
SHIP03373,ORD01588,Nippon Express,Air,Malaysia,Bangladesh,2022-09-12,2022-09-19,2022-10-02,20585.67,3335.14,Delivered,13.0
SHIP03374,ORD00885,FedEx,Sea,Vietnam,Japan,2023-01-02,2023-01-18,2023-01-18,5804.98,7048.26,Delivered,0.0
SHIP03375,ORD03105,DHL,Air,Vietnam,UAE,2022-06-18,2022-06-22,2022-06-22,22267.52,3119.26,Delivered,0.0
SHIP03376,ORD04549,DB Schenker,Sea,Vietnam,Mexico,2023-07-22,2023-08-29,2023-09-04,1233.07,1430.99,Delivered,6.0
SHIP03377,ORD03001,FedEx,Rail,Malaysia,India,2024-01-25,2024-02-12,2024-02-12,148.0,49.65,Delivered,0.0
SHIP03378,ORD03235,DHL,Air,Malaysia,Saudi Arabia,2024-01-09,2024-01-12,2024-01-29,3844.07,612.23,Delayed,17.0
SHIP03379,ORD01770,DHL,Sea,China,UAE,2024-07-16,2024-08-12,2024-08-12,481.12,377.36,Delivered,0.0
SHIP03380,ORD04329,FedEx,Air,Vietnam,Bangladesh,2022-07-28,2022-07-31,,1807.9,293.46,In Transit,
SHIP03381,ORD00111,Nippon Express,Sea,Vietnam,Mexico,2022-11-10,2022-12-04,2022-12-04,4623.67,6161.92,Delivered,0.0
SHIP03382,ORD02534,DB Schenker,Sea,China,Saudi Arabia,2023-02-24,2023-03-14,,157.25,9.74,In Transit,
SHIP03383,ORD00726,DB Schenker,Sea,Vietnam,Australia,2024-07-02,2024-07-25,2024-08-20,279.18,152.15,Delayed,26.0
SHIP03384,ORD00503,Maersk,Sea,Vietnam,Italy,2024-05-08,2024-05-29,2024-05-30,1140.95,1245.82,Delivered,1.0
SHIP03385,ORD03048,Maersk,Air,Vietnam,South Korea,2022-10-25,2022-10-30,2022-11-10,620.94,89.18,Delayed,11.0
SHIP03386,ORD03844,DHL,Air,India,Italy,2024-11-03,2024-11-10,,19881.55,2956.3,In Transit,
SHIP03387,ORD02370,Maersk,Air,Malaysia,Saudi Arabia,2022-03-11,2022-03-15,2022-03-15,3188.91,523.64,Delivered,0.0
SHIP03388,ORD01374,DB Schenker,Sea,Vietnam,Australia,2023-11-09,2023-12-03,2023-12-03,2327.55,2618.98,Delivered,0.0
SHIP03389,ORD02021,DB Schenker,Sea,China,UK,2024-05-31,2024-06-17,2024-07-01,515.59,475.64,Delivered,14.0
SHIP03390,ORD00659,Maersk,Road,India,Thailand,2023-06-06,2023-06-16,2023-06-20,3705.51,1555.18,Delivered,4.0
SHIP03391,ORD03205,Maersk,Sea,Vietnam,France,2023-11-08,2023-12-10,2023-12-10,214.63,77.32,Delivered,0.0
SHIP03392,ORD01498,Blue Dart,Road,China,Singapore,2024-02-10,2024-02-19,2024-03-08,1638.62,675.62,Delayed,18.0
SHIP03393,ORD01927,Blue Dart,Air,Malaysia,Mexico,2023-03-01,2023-03-04,2023-03-04,112.68,8.65,Delivered,0.0
SHIP03394,ORD02894,DHL,Sea,China,Indonesia,2022-09-17,2022-10-24,2022-10-24,2150.86,2690.27,Delivered,0.0
SHIP03395,ORD03231,DB Schenker,Air,China,Thailand,2024-03-08,2024-03-12,2024-03-21,129.1,10.2,Delivered,9.0
SHIP03396,ORD00417,Blue Dart,Air,India,Australia,2024-05-21,2024-05-24,,19975.08,2825.86,In Transit,
SHIP03397,ORD03624,Nippon Express,Sea,China,Mexico,2023-06-11,2023-07-18,,166.55,19.5,In Transit,
SHIP03398,ORD03057,DB Schenker,Air,India,France,2023-10-19,2023-10-22,2023-10-22,160.93,14.27,Delivered,0.0
SHIP03399,ORD03199,DHL,Sea,China,Australia,2023-09-19,2023-10-08,2023-10-22,249.64,138.05,Delivered,14.0
SHIP03400,ORD00390,FedEx,Road,India,Bangladesh,2022-12-16,2022-12-23,,3471.76,1667.02,In Transit,
SHIP03401,ORD02856,Blue Dart,Sea,India,France,2023-07-04,2023-08-09,2023-08-09,1529.48,1684.43,Delivered,0.0
SHIP03402,ORD03243,Maersk,Air,Vietnam,Australia,2022-04-27,2022-05-04,2022-05-15,70.24,1.6,Delayed,11.0
SHIP03403,ORD00878,FedEx,Sea,India,Japan,2022-09-03,2022-10-09,,1090.81,1116.75,In Transit,
SHIP03404,ORD03018,Maersk,Sea,China,France,2022-07-02,2022-08-14,2022-08-17,1361.48,1657.78,Delayed,3.0
SHIP03405,ORD03569,Maersk,Sea,Malaysia,Germany,2022-11-21,2022-12-08,,205.6,67.73,Lost,
SHIP03406,ORD00524,Nippon Express,Sea,Vietnam,Australia,2024-07-22,2024-08-24,2024-08-24,173.71,27.29,Delivered,0.0
SHIP03407,ORD02820,Nippon Express,Air,India,Canada,2022-02-13,2022-02-19,2022-02-19,530.73,76.56,Delivered,0.0
SHIP03408,ORD01139,Maersk,Sea,China,UAE,2023-10-17,2023-11-17,2023-11-17,876.4,876.29,Delivered,0.0
SHIP03409,ORD02875,DB Schenker,Air,Vietnam,Saudi Arabia,2023-05-19,2023-05-25,2023-05-25,26010.56,4121.13,Delivered,0.0
SHIP03410,ORD00049,DHL,Sea,China,USA,2022-01-20,2022-02-22,2022-02-27,2956.02,3600.36,Delivered,5.0
SHIP03411,ORD01797,DHL,Sea,Vietnam,Germany,2022-05-14,2022-06-04,2022-06-04,221.4,88.98,Delivered,0.0
SHIP03412,ORD00381,Maersk,Sea,Malaysia,Germany,2024-10-23,2024-11-12,2024-11-12,1246.67,1426.97,Delivered,0.0
SHIP03413,ORD04504,DHL,Sea,Malaysia,Mexico,2023-03-26,2023-04-23,2023-05-15,668.72,593.05,Delayed,22.0
SHIP03414,ORD01902,DHL,Sea,Vietnam,Australia,2023-12-19,2024-01-30,2024-01-30,238.76,122.1,Delivered,0.0
SHIP03415,ORD03943,DB Schenker,Sea,Vietnam,Italy,2024-03-07,2024-04-21,,275.58,149.97,In Transit,
SHIP03416,ORD01955,Blue Dart,Air,Malaysia,India,2023-08-22,2023-08-25,2023-08-25,1300.07,208.22,Delivered,0.0
SHIP03417,ORD01224,DB Schenker,Sea,Malaysia,South Korea,2023-06-24,2023-07-21,2023-07-21,295.65,170.03,Delivered,0.0
SHIP03418,ORD03639,Maersk,Air,Malaysia,USA,2022-08-24,2022-08-28,,14584.97,2244.98,Lost,
SHIP03419,ORD02241,Blue Dart,Air,India,Saudi Arabia,2024-09-19,2024-09-24,2024-09-29,7470.86,1206.84,Delivered,5.0
SHIP03420,ORD04615,DHL,Air,China,Italy,2022-08-24,2022-08-27,,435.28,57.84,In Transit,
SHIP03421,ORD00015,Maersk,Sea,India,Bangladesh,2022-04-16,2022-05-10,2022-05-10,153.76,4.31,Delivered,0.0
SHIP03422,ORD00590,DB Schenker,Road,China,Singapore,2023-12-08,2023-12-13,2023-12-18,1590.66,755.69,Delivered,5.0
SHIP03423,ORD04253,DHL,Air,China,India,2023-05-14,2023-05-17,2023-05-17,3891.21,577.28,Delivered,0.0
SHIP03424,ORD01650,DB Schenker,Sea,China,Saudi Arabia,2024-11-08,2024-11-25,2024-11-25,3325.68,3990.01,Delivered,0.0
SHIP03425,ORD02746,FedEx,Air,Vietnam,Mexico,2022-07-09,2022-07-12,2022-07-30,169.67,16.23,Delayed,18.0
SHIP03426,ORD01351,Blue Dart,Road,Vietnam,Singapore,2024-09-20,2024-09-25,2024-10-03,1297.75,611.66,Delayed,8.0
SHIP03427,ORD03028,DHL,Air,India,Australia,2024-06-12,2024-06-17,2024-06-28,6671.91,998.13,Delivered,11.0
SHIP03428,ORD00311,FedEx,Sea,China,Japan,2024-02-02,2024-03-01,2024-03-01,183.71,39.38,Delivered,0.0
SHIP03429,ORD03498,FedEx,Sea,Vietnam,Canada,2024-05-30,2024-06-18,2024-06-18,1714.19,2160.22,Delivered,0.0
SHIP03430,ORD02500,DB Schenker,Sea,India,Saudi Arabia,2024-08-07,2024-08-29,,155.02,5.92,In Transit,
SHIP03431,ORD01549,DB Schenker,Sea,China,Saudi Arabia,2022-12-02,2022-12-31,2023-01-12,156.22,7.82,Delayed,12.0
SHIP03432,ORD04261,Nippon Express,Sea,Vietnam,USA,2024-08-26,2024-09-26,,1363.57,1616.64,In Transit,
SHIP03433,ORD01160,Blue Dart,Sea,China,Australia,2022-09-29,2022-10-17,2022-10-27,228.18,95.66,Delivered,10.0
SHIP03434,ORD01627,DHL,Sea,Malaysia,South Korea,2024-03-04,2024-03-28,2024-03-28,404.12,330.88,Delivered,0.0
SHIP03435,ORD02185,Blue Dart,Air,India,Thailand,2022-07-05,2022-07-10,2022-07-10,1559.23,210.25,Delivered,0.0
SHIP03436,ORD03022,Nippon Express,Air,China,Japan,2023-03-26,2023-04-02,,1013.14,153.68,Lost,
SHIP03437,ORD02685,Blue Dart,Rail,Malaysia,Singapore,2022-04-08,2022-04-20,2022-05-02,175.05,60.76,Delayed,12.0
SHIP03438,ORD03516,Maersk,Air,China,Bangladesh,2022-02-09,2022-02-15,2022-03-10,6818.01,1039.3,Delayed,23.0
SHIP03439,ORD01739,Maersk,Air,Malaysia,USA,2024-08-12,2024-08-17,2024-08-17,249.88,29.84,Delivered,0.0
SHIP03440,ORD00217,Blue Dart,Air,China,Netherlands,2024-10-07,2024-10-10,,8586.99,1305.12,In Transit,
SHIP03441,ORD03159,DB Schenker,Sea,China,Canada,2023-05-30,2023-06-23,,214.77,84.24,In Transit,
SHIP03442,ORD00906,Maersk,Sea,Malaysia,Germany,2024-03-29,2024-04-24,2024-04-24,1215.0,1341.54,Delivered,0.0
SHIP03443,ORD04039,FedEx,Air,China,France,2022-05-21,2022-05-25,2022-06-13,405.91,54.58,Delayed,19.0
SHIP03444,ORD00845,Blue Dart,Air,Malaysia,South Korea,2024-12-18,2024-12-23,,9109.42,1352.42,In Transit,
SHIP03445,ORD02966,Maersk,Sea,China,Italy,2022-08-24,2022-09-28,,4179.35,4822.46,In Transit,
SHIP03446,ORD01000,Nippon Express,Air,Malaysia,Australia,2023-07-02,2023-07-08,2023-07-08,1593.12,223.84,Delivered,0.0
SHIP03447,ORD02545,DHL,Air,India,Saudi Arabia,2023-05-23,2023-05-28,,12553.51,1818.03,Lost,
SHIP03448,ORD00696,DB Schenker,Sea,Malaysia,USA,2023-03-19,2023-04-18,,175.6,32.97,In Transit,
SHIP03449,ORD01198,DHL,Air,China,Netherlands,2024-06-14,2024-06-19,2024-06-30,110.27,7.56,Delayed,11.0
SHIP03450,ORD01426,DB Schenker,Air,China,India,2023-03-01,2023-03-05,2023-03-05,1666.09,246.78,Delivered,0.0
SHIP03451,ORD04681,Blue Dart,Sea,Malaysia,Italy,2022-09-16,2022-10-13,,1135.61,1198.44,In Transit,
SHIP03452,ORD01878,Maersk,Sea,China,Indonesia,2024-07-16,2024-08-15,,174.08,31.0,In Transit,
SHIP03453,ORD00317,Maersk,Air,India,Australia,2023-12-06,2023-12-12,2023-12-12,13429.59,2192.18,Delivered,0.0
SHIP03454,ORD02544,DB Schenker,Air,China,UK,2022-12-29,2023-01-02,2023-01-02,545.75,71.5,Delivered,0.0
SHIP03455,ORD01460,DHL,Sea,China,USA,2022-09-25,2022-10-24,,172.99,29.46,In Transit,
SHIP03456,ORD02380,FedEx,Air,China,Australia,2024-01-11,2024-01-15,,16906.65,2476.95,In Transit,
SHIP03457,ORD02280,DB Schenker,Sea,China,Australia,2024-09-25,2024-10-24,2024-11-02,172.15,26.58,Delayed,9.0
SHIP03458,ORD03601,Blue Dart,Sea,Malaysia,France,2023-04-24,2023-05-19,,2420.71,2583.52,In Transit,
SHIP03459,ORD01331,FedEx,Air,Malaysia,USA,2022-03-10,2022-03-15,2022-03-15,635.6,91.0,Delivered,0.0
SHIP03460,ORD00440,Nippon Express,Sea,India,UK,2024-03-22,2024-04-24,2024-05-03,294.24,173.94,Delayed,9.0
SHIP03461,ORD03917,DB Schenker,Sea,Malaysia,Indonesia,2022-10-25,2022-11-15,2022-11-16,200.29,60.52,Delivered,1.0
SHIP03462,ORD02673,DB Schenker,Sea,India,Saudi Arabia,2022-05-15,2022-06-15,,958.56,929.19,In Transit,
SHIP03463,ORD02084,FedEx,Sea,Malaysia,Mexico,2023-09-15,2023-10-07,2023-10-17,2840.88,3364.37,Delivered,10.0
SHIP03464,ORD01342,Blue Dart,Air,India,Australia,2024-03-07,2024-03-13,2024-03-22,10902.62,1614.86,Delivered,9.0
SHIP03465,ORD03090,FedEx,Sea,India,Canada,2024-02-04,2024-03-17,2024-03-23,718.37,676.02,Delayed,6.0
SHIP03466,ORD01758,Blue Dart,Road,China,India,2024-01-31,2024-02-08,2024-02-08,4966.89,2039.82,Delivered,0.0
SHIP03467,ORD01916,Maersk,Sea,China,South Korea,2023-11-09,2023-12-07,2023-12-07,153.2,4.03,Delivered,0.0
SHIP03468,ORD02615,DHL,Rail,Malaysia,India,2024-05-17,2024-05-28,2024-05-28,1884.33,1264.44,Delivered,0.0
SHIP03469,ORD03434,Blue Dart,Sea,India,Japan,2022-05-15,2022-05-30,,276.34,154.66,In Transit,
SHIP03470,ORD04475,Maersk,Sea,India,Thailand,2024-06-22,2024-07-27,2024-07-27,216.49,84.22,Delivered,0.0
SHIP03471,ORD03498,Maersk,Sea,Vietnam,Canada,2024-05-30,2024-07-04,2024-07-04,1739.27,2160.22,Delivered,0.0
SHIP03472,ORD01509,FedEx,Air,India,Australia,2023-08-05,2023-08-08,2023-08-08,317.14,39.99,Delivered,0.0
SHIP03473,ORD04929,Blue Dart,Air,China,France,2023-07-07,2023-07-10,2023-07-10,3814.22,555.95,Delivered,0.0
SHIP03474,ORD03854,DB Schenker,Sea,Malaysia,Japan,2023-03-14,2023-03-29,2023-03-29,744.9,749.76,Delivered,0.0
SHIP03475,ORD04362,DB Schenker,Air,India,Mexico,2022-12-12,2022-12-19,2022-12-19,421.56,54.84,Delivered,0.0
SHIP03476,ORD02940,FedEx,Air,Malaysia,USA,2024-11-24,2024-11-30,2024-11-30,5158.49,752.81,Delivered,0.0
SHIP03477,ORD03845,DB Schenker,Air,China,South Korea,2024-03-25,2024-04-01,2024-04-28,1088.15,157.93,Delayed,27.0
SHIP03478,ORD00918,Blue Dart,Sea,China,Saudi Arabia,2023-10-23,2023-11-08,2023-11-08,735.16,795.62,Delivered,0.0
SHIP03479,ORD03552,DHL,Sea,China,Italy,2024-11-03,2024-12-03,2024-12-03,542.01,471.88,Delivered,0.0
SHIP03480,ORD00165,Nippon Express,Air,China,UAE,2024-07-30,2024-08-04,2024-08-04,23686.07,3871.58,Delivered,0.0
SHIP03481,ORD02209,Blue Dart,Sea,Vietnam,USA,2023-08-23,2023-10-07,2023-10-10,2602.13,2938.27,Delayed,3.0
SHIP03482,ORD03681,DB Schenker,Sea,India,Australia,2023-09-12,2023-09-30,2023-10-01,155.49,7.14,Delivered,1.0
SHIP03483,ORD04282,DB Schenker,Air,Malaysia,Italy,2022-09-15,2022-09-19,,1766.2,260.57,In Transit,
SHIP03484,ORD01187,Maersk,Road,India,Singapore,2024-05-04,2024-05-13,2024-05-22,4124.45,2033.76,Delivered,9.0
SHIP03485,ORD01529,Blue Dart,Sea,China,Italy,2023-04-10,2023-05-14,2023-05-14,2026.32,2450.33,Delivered,0.0
SHIP03486,ORD03127,FedEx,Sea,India,Saudi Arabia,2022-06-16,2022-07-26,2022-08-08,327.94,205.01,Delivered,13.0
SHIP03487,ORD02538,Blue Dart,Air,Vietnam,Netherlands,2023-12-22,2023-12-27,,14555.3,2218.92,In Transit,
SHIP03488,ORD00137,DB Schenker,Air,India,Germany,2023-01-31,2023-02-05,,35793.72,5083.0,In Transit,
SHIP03489,ORD03019,Blue Dart,Sea,Vietnam,Singapore,2024-03-17,2024-04-28,2024-05-01,907.98,870.87,Delivered,3.0
SHIP03490,ORD00685,FedEx,Air,Vietnam,Canada,2024-08-12,2024-08-19,,231.09,27.55,In Transit,
SHIP03491,ORD02459,Maersk,Sea,Vietnam,Australia,2025-01-01,2025-01-23,2025-01-23,5517.46,6205.54,Delivered,0.0
SHIP03492,ORD02976,DHL,Sea,India,Germany,2024-12-10,2025-01-09,,308.19,191.7,In Transit,
SHIP03493,ORD01449,Nippon Express,Rail,Vietnam,Singapore,2024-11-18,2024-11-26,2024-11-26,1193.09,735.57,Delivered,0.0
SHIP03494,ORD03733,Blue Dart,Sea,Vietnam,Saudi Arabia,2023-08-18,2023-09-16,2023-10-09,1362.3,1544.65,Delayed,23.0
SHIP03495,ORD03404,DHL,Sea,Vietnam,Bangladesh,2022-07-03,2022-07-31,2022-07-31,569.13,551.23,Delivered,0.0
SHIP03496,ORD01031,Nippon Express,Sea,China,Netherlands,2024-03-02,2024-04-12,2024-04-12,296.94,187.46,Delivered,0.0
SHIP03497,ORD04886,DHL,Sea,Vietnam,Saudi Arabia,2024-03-21,2024-04-06,2024-04-08,7019.44,8330.66,Delivered,2.0
SHIP03498,ORD03680,Blue Dart,Sea,China,South Korea,2023-02-12,2023-03-23,2023-04-04,239.3,114.77,Delayed,12.0
SHIP03499,ORD02627,Nippon Express,Sea,India,Italy,2024-09-01,2024-10-14,2024-10-14,9124.43,11559.13,Delivered,0.0
SHIP03500,ORD03258,DHL,Air,Malaysia,Thailand,2024-03-23,2024-03-30,2024-04-13,3560.56,533.83,Delayed,14.0
SHIP03501,ORD04557,FedEx,Air,Vietnam,Germany,2023-11-07,2023-11-13,2023-11-13,259.6,33.78,Delivered,0.0
SHIP03502,ORD01366,Nippon Express,Sea,India,France,2024-05-24,2024-06-09,2024-06-09,820.65,819.97,Delivered,0.0
SHIP03503,ORD03008,FedEx,Air,Malaysia,Japan,2024-11-22,2024-11-26,2024-11-26,267.78,33.35,Delivered,0.0
SHIP03504,ORD02218,Maersk,Air,India,Singapore,2022-07-12,2022-07-17,2022-07-17,1437.24,212.22,Delivered,0.0
SHIP03505,ORD01052,Blue Dart,Sea,China,Mexico,2022-05-24,2022-06-16,2022-06-16,587.64,513.26,Delivered,0.0
SHIP03506,ORD04084,DB Schenker,Air,Vietnam,South Korea,2025-01-01,2025-01-04,2025-01-04,1634.58,228.86,Delivered,0.0
SHIP03507,ORD00570,Maersk,Air,India,Saudi Arabia,2024-07-13,2024-07-17,,34773.52,5572.7,In Transit,
SHIP03508,ORD00773,Maersk,Air,Vietnam,Japan,2023-11-11,2023-11-16,2023-11-16,2625.39,433.68,Delivered,0.0
SHIP03509,ORD01207,Nippon Express,Sea,India,Japan,2023-12-22,2024-01-10,,5284.46,6578.05,In Transit,
SHIP03510,ORD00480,Nippon Express,Sea,India,Bangladesh,2024-08-12,2024-08-30,,215.0,87.98,Lost,
SHIP03511,ORD00828,Maersk,Air,China,Italy,2022-07-22,2022-07-29,,8627.07,1336.14,In Transit,
SHIP03512,ORD04141,DHL,Air,Vietnam,USA,2022-10-13,2022-10-16,2022-10-16,93077.49,13429.59,Delivered,0.0
SHIP03513,ORD00980,DB Schenker,Air,Malaysia,Thailand,2024-04-09,2024-04-12,2024-04-17,9819.94,1556.35,Delivered,5.0
SHIP03514,ORD01897,Blue Dart,Rail,Vietnam,India,2023-07-11,2023-07-19,2023-08-14,177.51,61.18,Delayed,26.0
