po_id,supplier_id,factory_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,unit_cost,total_cost,status,delay_days
PO02181,SUPP047,FACT10,PROD070,2022-01-17,2022-02-18,2022-03-22,516,111.04,57296.64,Delivered,32.0
PO02182,SUPP076,FACT09,PROD001,2022-12-05,2022-12-31,2022-12-31,2750,252.21,693577.5,Delivered,0.0
PO02183,SUPP069,FACT07,PROD062,2024-12-04,2025-01-07,2025-01-07,1548,151.92,235172.16,Delivered,0.0
PO02184,SUPP031,FACT01,PROD076,2024-04-21,2024-05-07,2024-05-07,667,640.32,427093.44,Delivered,0.0
PO02185,SUPP030,FACT12,PROD038,2022-07-08,2022-07-15,2022-07-15,3827,43.48,166397.96,Delivered,0.0
PO02186,SUPP018,FACT08,PROD092,2023-10-13,2023-11-03,2023-11-03,4603,262.18,1206814.54,Delivered,0.0
PO02187,SUPP044,FACT08,PROD045,2024-12-20,2025-02-06,2025-02-06,2737,378.73,1036584.01,Delivered,0.0
PO02188,SUPP027,FACT04,PROD058,2022-10-21,2022-11-05,2022-11-05,1554,375.16,582998.64,Delivered,0.0
PO02189,SUPP026,FACT08,PROD081,2024-11-22,2024-12-26,,4017,159.81,641956.77,Pending,
PO02190,SUPP060,FACT04,PROD001,2023-02-19,2023-03-04,2023-04-28,229,217.95,49910.55,Delayed,55.0
PO02191,SUPP018,FACT08,PROD032,2024-03-13,2024-04-03,2024-04-03,2635,158.43,417463.05,Delivered,0.0
PO02192,SUPP056,FACT05,PROD008,2023-03-07,2023-04-04,2023-04-04,2119,386.34,818654.46,Delivered,0.0
PO02193,SUPP031,FACT04,PROD118,2024-11-12,2024-11-28,2024-11-28,4908,127.6,626260.8,Delivered,0.0
PO02194,SUPP059,FACT06,PROD040,2023-05-02,2023-05-20,2023-06-21,971,368.87,358172.77,Delayed,32.0
PO02195,SUPP002,FACT02,PROD056,2022-03-30,2022-05-08,2022-05-08,3142,173.66,545639.72,Delivered,0.0
PO02196,SUPP039,FACT12,PROD063,2022-09-28,2022-11-10,,4890,233.39,1141277.1,Pending,
PO02197,SUPP061,FACT02,PROD107,2024-06-18,2024-07-22,,1560,113.6,177216.0,Pending,
PO02198,SUPP063,FACT02,PROD110,2022-10-05,2022-10-23,2022-10-23,3649,80.37,293270.13,Delivered,0.0
PO02199,SUPP018,FACT09,PROD088,2022-07-25,2022-08-15,2022-08-15,3326,281.11,934971.86,Delivered,0.0
PO02200,SUPP017,FACT10,PROD074,2024-07-01,2024-07-24,,2769,340.22,942069.18,Cancelled,
PO02201,SUPP039,FACT03,PROD111,2022-11-24,2023-01-06,2023-01-06,4782,726.28,3473070.96,Delivered,0.0
PO02202,SUPP071,FACT10,PROD103,2024-05-07,2024-05-25,2024-05-25,1073,153.03,164201.19,Delivered,0.0
PO02203,SUPP054,FACT04,PROD103,2024-05-26,2024-06-27,,201,148.22,29792.22,Cancelled,
PO02204,SUPP076,FACT10,PROD074,2024-05-11,2024-06-06,2024-06-06,62,363.64,22545.68,Delivered,0.0
PO02205,SUPP035,FACT12,PROD036,2022-12-02,2022-12-26,2023-01-27,764,795.6,607838.4,Delayed,32.0
PO02206,SUPP011,FACT08,PROD089,2023-08-29,2023-10-17,2023-10-31,3200,243.7,779840.0,Delayed,14.0
PO02207,SUPP061,FACT04,PROD114,2023-08-15,2023-09-18,,3675,287.6,1056930.0,Pending,
PO02208,SUPP044,FACT11,PROD057,2024-11-27,2025-01-14,2025-01-14,298,252.78,75328.44,Delivered,0.0
PO02209,SUPP068,FACT10,PROD074,2024-10-10,2024-11-08,2024-11-08,1194,339.93,405876.42,Delivered,0.0
PO02210,SUPP025,FACT10,PROD083,2023-12-09,2023-12-27,2023-12-27,4532,277.01,1255409.32,Delivered,0.0
PO02211,SUPP048,FACT07,PROD110,2024-09-04,2024-09-16,2024-10-11,4584,78.84,361402.56,Delayed,25.0
PO02212,SUPP032,FACT05,PROD045,2023-03-01,2023-03-22,2023-03-31,3393,379.28,1286897.04,Delayed,9.0
PO02213,SUPP004,FACT09,PROD079,2023-08-10,2023-10-05,2023-10-05,770,165.59,127504.3,Delivered,0.0
PO02214,SUPP038,FACT04,PROD080,2024-03-16,2024-03-29,2024-03-29,4618,265.09,1224185.62,Delivered,0.0
PO02215,SUPP063,FACT03,PROD002,2023-12-21,2024-01-08,2024-01-08,3279,300.23,984454.17,Delivered,0.0
PO02216,SUPP047,FACT02,PROD093,2024-08-06,2024-09-07,,1056,398.85,421185.6,Pending,
PO02217,SUPP001,FACT01,PROD068,2023-10-17,2023-12-04,,4778,54.24,259158.72,Pending,
PO02218,SUPP003,FACT11,PROD117,2023-04-19,2023-05-21,2023-07-15,3348,242.09,810517.32,Delayed,55.0
PO02219,SUPP062,FACT06,PROD050,2023-07-22,2023-09-19,,2518,317.09,798432.62,Pending,
PO02220,SUPP064,FACT10,PROD029,2022-07-30,2022-08-15,2022-09-01,4169,277.3,1156063.7,Delayed,17.0
PO02221,SUPP017,FACT02,PROD095,2024-12-17,2025-01-09,,3863,159.79,617268.77,Pending,
PO02222,SUPP078,FACT08,PROD081,2022-08-03,2022-08-14,2022-08-14,587,171.09,100429.83,Delivered,0.0
PO02223,SUPP062,FACT06,PROD010,2024-06-18,2024-08-16,2024-08-16,2874,408.28,1173396.72,Delivered,0.0
PO02224,SUPP035,FACT12,PROD027,2023-04-12,2023-05-06,2023-06-30,2735,201.58,551321.3,Delayed,55.0
PO02225,SUPP013,FACT12,PROD117,2022-12-20,2023-01-20,2023-01-20,2030,214.89,436226.7,Delivered,0.0
PO02226,SUPP035,FACT05,PROD105,2024-11-08,2024-12-02,2024-12-02,589,155.84,91789.76,Delivered,0.0
PO02227,SUPP043,FACT02,PROD015,2023-09-17,2023-11-01,2023-11-01,3934,55.29,217510.86,Delivered,0.0
PO02228,SUPP002,FACT07,PROD060,2023-01-07,2023-02-15,2023-02-15,4103,154.87,635431.61,Delivered,0.0
PO02229,SUPP056,FACT02,PROD108,2022-07-03,2022-07-31,2022-07-31,3249,157.49,511685.01,Delivered,0.0
PO02230,SUPP077,FACT05,PROD031,2023-11-05,2023-12-31,2023-12-31,4566,745.32,3403131.12,Delivered,0.0
PO02231,SUPP051,FACT02,PROD021,2024-01-25,2024-04-14,2024-04-14,533,137.02,73031.66,Delivered,0.0
PO02232,SUPP054,FACT11,PROD060,2022-11-18,2022-12-20,2023-02-06,1078,133.48,143891.44,Delivered,48.0
PO02233,SUPP016,FACT10,PROD058,2023-03-11,2023-04-26,2023-04-26,101,361.27,36488.27,Delivered,0.0
PO02234,SUPP018,FACT11,PROD041,2024-12-02,2024-12-23,2025-01-25,292,767.03,223972.76,Delayed,33.0
PO02235,SUPP007,FACT11,PROD046,2022-10-20,2022-11-21,2022-11-21,1736,946.39,1642933.04,Delivered,0.0
PO02236,SUPP045,FACT02,PROD045,2023-11-19,2023-12-10,2023-12-10,2871,373.47,1072232.37,Delivered,0.0
PO02237,SUPP036,FACT07,PROD026,2024-06-06,2024-08-05,2024-09-20,1890,254.01,480078.9,Delivered,46.0
PO02238,SUPP041,FACT09,PROD102,2022-03-10,2022-05-07,2022-05-07,474,72.13,34189.62,Delivered,0.0
PO02239,SUPP042,FACT05,PROD051,2022-02-25,2022-03-19,2022-03-19,2177,361.0,785897.0,Delivered,0.0
PO02240,SUPP007,FACT07,PROD036,2023-09-23,2023-10-25,2023-12-10,744,750.8,558595.2,Delayed,46.0
PO02241,SUPP015,FACT04,PROD052,2023-02-24,2023-04-14,,403,161.95,65265.85,Pending,
PO02242,SUPP060,FACT02,PROD081,2023-07-21,2023-08-03,2023-08-03,3740,179.93,672938.2,Delivered,0.0
PO02243,SUPP040,FACT03,PROD051,2023-07-04,2023-07-28,2023-07-28,1739,404.94,704190.66,Delivered,0.0
PO02244,SUPP037,FACT02,PROD003,2022-08-31,2022-09-24,2022-09-24,342,337.32,115363.44,Delivered,0.0
PO02245,SUPP066,FACT05,PROD014,2024-01-18,2024-02-15,,766,239.74,183640.84,Cancelled,
PO02246,SUPP055,FACT06,PROD049,2023-06-11,2023-06-22,,4674,402.02,1879041.48,Cancelled,
PO02247,SUPP077,FACT07,PROD077,2022-03-18,2022-05-13,2022-05-13,4625,241.48,1116845.0,Delivered,0.0
PO02248,SUPP080,FACT03,PROD105,2023-03-16,2023-06-08,2023-06-08,4622,138.69,641025.18,Delivered,0.0
PO02249,SUPP056,FACT04,PROD091,2024-12-14,2025-01-11,2025-01-13,4170,360.99,1505328.3,Delayed,2.0
PO02250,SUPP044,FACT08,PROD001,2023-05-31,2023-07-18,,2528,249.7,631241.6,Pending,
PO02251,SUPP057,FACT04,PROD057,2023-09-07,2023-10-19,2023-10-19,2414,250.0,603500.0,Delivered,0.0
PO02252,SUPP006,FACT07,PROD017,2024-10-27,2024-11-14,,687,231.02,158710.74,Cancelled,
PO02253,SUPP032,FACT12,PROD112,2023-11-07,2023-11-28,2023-11-28,2455,65.08,159771.4,Delivered,0.0
PO02254,SUPP074,FACT06,PROD050,2023-02-24,2023-03-09,2023-03-09,1349,355.74,479893.26,Delivered,0.0
PO02255,SUPP018,FACT07,PROD098,2022-10-03,2022-10-24,2022-11-11,3998,202.7,810394.6,Delayed,18.0
PO02256,SUPP068,FACT01,PROD014,2023-08-31,2023-09-29,2023-09-29,739,265.2,195982.8,Delivered,0.0
PO02257,SUPP073,FACT03,PROD118,2023-07-25,2023-08-01,,4489,140.99,632904.11,Pending,
PO02258,SUPP007,FACT06,PROD119,2022-03-31,2022-05-02,2022-06-26,2656,137.36,364828.16,Delivered,55.0
PO02259,SUPP008,FACT03,PROD059,2022-10-09,2022-11-09,2022-11-09,761,185.71,141325.31,Delivered,0.0
PO02260,SUPP064,FACT07,PROD081,2023-09-30,2023-10-16,2023-10-16,2660,180.4,479864.0,Delivered,0.0
PO02261,SUPP007,FACT09,PROD003,2024-03-21,2024-04-22,2024-04-22,488,332.31,162167.28,Delivered,0.0
PO02262,SUPP041,FACT03,PROD098,2024-05-17,2024-07-14,2024-07-14,3583,203.9,730573.7,Delivered,0.0
PO02263,SUPP040,FACT01,PROD040,2023-04-07,2023-05-01,,3928,350.23,1375703.44,Cancelled,
PO02264,SUPP003,FACT10,PROD089,2024-01-20,2024-02-21,2024-02-21,3391,256.8,870808.8,Delivered,0.0
PO02265,SUPP017,FACT06,PROD066,2022-10-28,2022-11-20,,3142,913.85,2871316.7,Pending,
PO02266,SUPP066,FACT12,PROD034,2023-08-23,2023-09-20,2023-10-19,4288,450.67,1932472.96,Delivered,29.0
PO02267,SUPP079,FACT01,PROD090,2023-06-13,2023-08-10,2023-09-04,1833,283.21,519123.93,Delayed,25.0
PO02268,SUPP052,FACT01,PROD095,2022-05-20,2022-06-03,2022-06-03,917,165.27,151552.59,Delivered,0.0
PO02269,SUPP022,FACT08,PROD009,2022-10-05,2022-11-02,2022-11-02,1538,207.41,318996.58,Delivered,0.0
PO02270,SUPP004,FACT09,PROD094,2023-10-25,2023-12-20,2023-12-20,517,178.95,92517.15,Delivered,0.0
PO02271,SUPP006,FACT02,PROD084,2023-05-26,2023-06-13,2023-06-13,3971,356.83,1416971.93,Delivered,0.0
PO02272,SUPP038,FACT09,PROD021,2022-04-24,2022-05-07,2022-05-07,1467,130.14,190915.38,Delivered,0.0
PO02273,SUPP026,FACT05,PROD093,2023-08-03,2023-09-06,2023-09-06,1826,375.89,686375.14,Delivered,0.0
PO02274,SUPP011,FACT08,PROD025,2023-11-22,2024-01-10,2024-02-28,1131,159.71,180632.01,Delayed,49.0
PO02275,SUPP017,FACT07,PROD102,2023-09-29,2023-10-22,2023-10-31,4986,73.27,365324.22,Delayed,9.0
PO02276,SUPP031,FACT07,PROD044,2024-04-02,2024-04-18,,2975,68.18,202835.5,Cancelled,
PO02277,SUPP077,FACT04,PROD025,2024-05-24,2024-07-19,2024-07-19,4134,168.87,698108.58,Delivered,0.0
PO02278,SUPP035,FACT02,PROD009,2024-07-28,2024-08-21,,4111,191.84,788654.24,Cancelled,
PO02279,SUPP016,FACT05,PROD103,2024-07-30,2024-09-14,2024-09-29,1061,144.69,153516.09,Delayed,15.0
PO02280,SUPP079,FACT11,PROD062,2022-12-24,2023-02-20,2023-04-12,863,154.97,133739.11,Delivered,51.0
PO02281,SUPP018,FACT11,PROD108,2022-01-03,2022-01-24,2022-01-24,3996,146.65,586013.4,Delivered,0.0
PO02282,SUPP062,FACT03,PROD026,2023-02-08,2023-04-08,2023-04-08,2366,269.19,636903.54,Delivered,0.0
PO02283,SUPP027,FACT09,PROD057,2022-01-25,2022-02-09,2022-02-09,2193,279.07,612000.51,Delivered,0.0
PO02284,SUPP035,FACT06,PROD037,2023-05-24,2023-06-17,2023-06-17,322,148.14,47701.08,Delivered,0.0
PO02285,SUPP045,FACT01,PROD016,2023-11-27,2023-12-18,2023-12-18,3694,238.87,882385.78,Delivered,0.0
PO02286,SUPP035,FACT03,PROD037,2022-03-02,2022-03-26,,1766,141.94,250666.04,Pending,
PO02287,SUPP028,FACT12,PROD076,2022-05-03,2022-05-30,2022-05-30,3025,611.26,1849061.5,Delivered,0.0
PO02288,SUPP009,FACT04,PROD024,2022-02-24,2022-04-29,2022-06-26,4150,485.85,2016277.5,Delivered,58.0
PO02289,SUPP076,FACT09,PROD026,2024-08-31,2024-09-26,,406,287.6,116765.6,Pending,
PO02290,SUPP015,FACT11,PROD020,2024-11-28,2025-01-16,2025-01-28,253,227.04,57441.12,Delayed,12.0
PO02291,SUPP021,FACT06,PROD009,2023-06-30,2023-07-09,,3795,206.37,783174.15,Cancelled,
PO02292,SUPP052,FACT04,PROD087,2022-04-23,2022-05-07,2022-05-07,1646,335.51,552249.46,Delivered,0.0
PO02293,SUPP035,FACT01,PROD103,2023-03-01,2023-03-25,2023-03-25,546,158.32,86442.72,Delivered,0.0
PO02294,SUPP051,FACT08,PROD029,2024-07-06,2024-09-24,2024-09-24,4847,250.09,1212186.23,Delivered,0.0
PO02295,SUPP055,FACT11,PROD031,2022-08-18,2022-08-29,2022-08-29,4982,817.94,4074977.08,Delivered,0.0
PO02296,SUPP077,FACT02,PROD019,2024-07-05,2024-08-30,2024-08-30,112,147.87,16561.44,Delivered,0.0
PO02297,SUPP044,FACT11,PROD020,2022-06-04,2022-07-22,2022-07-22,1629,247.27,402802.83,Delivered,0.0
PO02298,SUPP065,FACT11,PROD087,2022-06-14,2022-08-30,,4384,356.24,1561756.16,Cancelled,
PO02299,SUPP080,FACT08,PROD107,2024-08-19,2024-11-11,2024-11-11,589,103.23,60802.47,Delivered,0.0
PO02300,SUPP025,FACT06,PROD027,2023-10-11,2023-10-29,2023-10-29,4343,204.5,888143.5,Delivered,0.0
PO02301,SUPP047,FACT08,PROD094,2024-07-26,2024-08-27,2024-08-27,4926,155.12,764121.12,Delivered,0.0
PO02302,SUPP080,FACT06,PROD085,2023-05-27,2023-08-19,,4175,385.43,1609170.25,Pending,
PO02303,SUPP056,FACT05,PROD044,2024-07-20,2024-08-17,2024-09-03,2763,62.04,171416.52,Delivered,17.0
PO02304,SUPP038,FACT05,PROD035,2022-09-23,2022-10-06,2022-10-06,1130,499.8,564774.0,Delivered,0.0
PO02305,SUPP011,FACT10,PROD113,2022-07-06,2022-08-24,2022-08-24,1905,277.72,529056.6,Delivered,0.0
PO02306,SUPP067,FACT10,PROD071,2024-11-29,2025-01-04,2025-01-04,3554,690.94,2455600.76,Delivered,0.0
PO02307,SUPP015,FACT11,PROD022,2023-01-26,2023-03-16,2023-03-16,3429,68.62,235297.98,Delivered,0.0
PO02308,SUPP001,FACT08,PROD074,2023-10-17,2023-12-04,2023-12-29,1648,364.13,600086.24,Delivered,25.0
PO02309,SUPP007,FACT07,PROD087,2022-06-25,2022-07-27,2022-09-20,1678,367.41,616513.98,Delivered,55.0
PO02310,SUPP001,FACT08,PROD015,2024-02-13,2024-04-01,,3228,59.83,193131.24,Pending,
PO02311,SUPP049,FACT12,PROD094,2024-02-03,2024-02-26,2024-02-26,2697,154.44,416524.68,Delivered,0.0
PO02312,SUPP073,FACT08,PROD098,2024-07-19,2024-07-26,,3422,205.33,702639.26,Pending,
PO02313,SUPP029,FACT07,PROD013,2023-12-12,2024-02-09,2024-02-09,1119,337.45,377606.55,Delivered,0.0
PO02314,SUPP026,FACT02,PROD004,2024-04-05,2024-05-09,2024-05-09,2826,331.81,937695.06,Delivered,0.0
PO02315,SUPP045,FACT11,PROD082,2023-08-12,2023-09-02,2023-09-02,1242,360.14,447293.88,Delivered,0.0
PO02316,SUPP071,FACT09,PROD056,2023-06-15,2023-07-03,2023-07-03,863,153.26,132263.38,Delivered,0.0
PO02317,SUPP012,FACT07,PROD023,2024-12-21,2025-01-27,2025-01-27,1202,203.31,244378.62,Delivered,0.0
PO02318,SUPP032,FACT12,PROD097,2022-10-08,2022-10-29,2022-10-29,2805,302.76,849241.8,Delivered,0.0
PO02319,SUPP020,FACT11,PROD098,2022-08-15,2022-09-22,,1933,200.79,388127.07,Pending,
PO02320,SUPP051,FACT06,PROD034,2023-10-01,2023-12-20,2024-02-12,317,435.83,138158.11,Delayed,54.0
PO02321,SUPP036,FACT09,PROD100,2024-12-17,2025-02-15,,3721,428.81,1595602.01,Pending,
PO02322,SUPP067,FACT01,PROD099,2024-07-09,2024-08-14,2024-08-14,2862,364.83,1044143.46,Delivered,0.0
PO02323,SUPP001,FACT11,PROD017,2023-04-22,2023-06-09,2023-07-16,4730,234.16,1107576.8,Delivered,37.0
PO02324,SUPP027,FACT02,PROD028,2023-12-17,2024-01-01,2024-01-01,4135,114.12,471886.2,Delivered,0.0
PO02325,SUPP040,FACT01,PROD014,2022-08-31,2022-09-24,2022-09-24,433,229.2,99243.6,Delivered,0.0
PO02326,SUPP014,FACT10,PROD034,2023-01-02,2023-01-09,2023-01-09,4006,451.39,1808268.34,Delivered,0.0
PO02327,SUPP069,FACT12,PROD112,2024-07-24,2024-08-27,2024-08-27,2900,74.76,216804.0,Delivered,0.0
PO02328,SUPP079,FACT03,PROD075,2024-04-17,2024-06-14,2024-08-13,4575,482.44,2207163.0,Delayed,60.0
PO02329,SUPP006,FACT11,PROD057,2024-06-24,2024-07-12,2024-07-12,3461,283.36,980708.96,Delivered,0.0
PO02330,SUPP033,FACT05,PROD077,2023-01-11,2023-01-24,2023-01-24,1099,214.53,235768.47,Delivered,0.0
PO02331,SUPP055,FACT01,PROD097,2023-12-12,2023-12-23,2023-12-23,1883,278.66,524716.78,Delivered,0.0
PO02332,SUPP019,FACT04,PROD055,2022-12-09,2023-01-20,2023-01-24,847,392.69,332608.43,Delivered,4.0
PO02333,SUPP077,FACT08,PROD066,2022-08-28,2022-10-23,2022-11-05,4517,925.88,4182199.96,Delayed,13.0
PO02334,SUPP029,FACT06,PROD098,2022-05-19,2022-07-17,2022-07-17,3025,218.79,661839.75,Delivered,0.0
PO02335,SUPP061,FACT01,PROD117,2023-02-24,2023-03-30,,1340,230.54,308923.6,Cancelled,
PO02336,SUPP070,FACT12,PROD093,2022-10-31,2022-11-12,2022-11-12,2237,403.78,903255.86,Delivered,0.0
PO02337,SUPP079,FACT01,PROD037,2022-04-25,2022-06-22,2022-06-22,116,151.42,17564.72,Delivered,0.0
PO02338,SUPP080,FACT03,PROD068,2022-12-09,2023-03-03,,1442,54.89,79151.38,Pending,
PO02339,SUPP024,FACT10,PROD076,2022-01-07,2022-01-26,2022-01-26,4041,580.32,2345073.12,Delivered,0.0
PO02340,SUPP023,FACT08,PROD026,2024-01-01,2024-01-26,2024-01-26,3071,259.32,796371.72,Delivered,0.0
PO02341,SUPP010,FACT11,PROD061,2022-06-28,2022-07-15,2022-07-15,1751,366.65,642004.15,Delivered,0.0
PO02342,SUPP054,FACT11,PROD092,2023-02-20,2023-03-24,2023-03-31,628,249.33,156579.24,Delivered,7.0
PO02343,SUPP041,FACT08,PROD067,2023-10-28,2023-12-25,,1655,195.81,324065.55,Pending,
PO02344,SUPP049,FACT03,PROD084,2022-05-30,2022-06-22,,4093,339.68,1390310.24,Pending,
PO02345,SUPP017,FACT07,PROD074,2023-02-01,2023-02-24,,2028,375.48,761473.44,Pending,
PO02346,SUPP056,FACT12,PROD052,2023-01-16,2023-02-13,2023-02-13,4555,175.12,797671.6,Delivered,0.0
PO02347,SUPP045,FACT03,PROD018,2024-04-18,2024-05-09,2024-05-09,2930,382.94,1122014.2,Delivered,0.0
PO02348,SUPP030,FACT04,PROD053,2022-01-01,2022-01-08,2022-01-08,2720,393.99,1071652.8,Delivered,0.0
PO02349,SUPP044,FACT09,PROD063,2022-09-01,2022-10-19,,3766,267.32,1006727.12,Pending,
PO02350,SUPP074,FACT04,PROD053,2024-05-28,2024-06-10,,4985,367.77,1833333.45,Cancelled,
PO02351,SUPP055,FACT03,PROD117,2024-01-30,2024-02-10,2024-02-10,4334,212.12,919328.08,Delivered,0.0
PO02352,SUPP019,FACT05,PROD027,2024-08-11,2024-09-22,2024-09-22,4422,191.32,846017.04,Delivered,0.0
PO02353,SUPP029,FACT07,PROD031,2024-09-03,2024-11-01,2024-11-01,2204,747.87,1648305.48,Delivered,0.0
PO02354,SUPP002,FACT05,PROD091,2022-01-01,2022-02-09,2022-02-09,2854,355.78,1015396.12,Delivered,0.0
PO02355,SUPP036,FACT04,PROD106,2023-07-07,2023-09-05,2023-09-05,2270,427.75,970992.5,Delivered,0.0
PO02356,SUPP019,FACT08,PROD001,2023-04-27,2023-06-08,2023-06-26,4039,235.38,950699.82,Delivered,18.0
PO02357,SUPP007,FACT04,PROD006,2023-08-23,2023-09-24,2023-09-24,1048,548.77,575110.96,Delivered,0.0
PO02358,SUPP026,FACT02,PROD011,2024-02-02,2024-03-07,,771,860.38,663352.98,Pending,
PO02359,SUPP079,FACT10,PROD034,2022-12-01,2023-01-28,2023-03-15,1264,453.84,573653.76,Delayed,46.0
PO02360,SUPP038,FACT06,PROD103,2023-04-10,2023-04-23,,1743,147.55,257179.65,Cancelled,
PO02361,SUPP003,FACT02,PROD084,2023-08-06,2023-09-07,2023-09-13,3444,340.64,1173164.16,Delivered,6.0
PO02362,SUPP080,FACT03,PROD063,2022-05-17,2022-08-09,2022-08-09,4075,250.44,1020543.0,Delivered,0.0
PO02363,SUPP066,FACT01,PROD053,2024-09-30,2024-10-28,2024-10-28,3629,397.94,1444124.26,Delivered,0.0
PO02364,SUPP071,FACT05,PROD085,2024-08-07,2024-08-25,2024-09-21,2853,377.18,1076094.54,Delivered,27.0
PO02365,SUPP043,FACT09,PROD085,2023-11-18,2024-01-02,2024-01-02,2280,375.67,856527.6,Delivered,0.0
PO02366,SUPP062,FACT02,PROD018,2022-06-16,2022-08-14,,4862,342.26,1664068.12,Pending,
PO02367,SUPP071,FACT12,PROD021,2024-06-28,2024-07-16,2024-07-16,508,128.21,65130.68,Delivered,0.0
PO02368,SUPP024,FACT07,PROD019,2024-05-29,2024-06-17,,1751,151.09,264558.59,Cancelled,
PO02369,SUPP039,FACT05,PROD004,2024-04-21,2024-06-03,2024-06-20,676,322.38,217928.88,Delayed,17.0
PO02370,SUPP068,FACT02,PROD077,2022-03-06,2022-04-04,,2506,242.98,608907.88,Pending,
PO02371,SUPP044,FACT08,PROD082,2024-12-26,2025-02-12,,256,358.89,91875.84,Pending,
PO02372,SUPP005,FACT11,PROD116,2023-03-09,2023-04-11,2023-04-11,3366,579.87,1951842.42,Delivered,0.0
PO02373,SUPP055,FACT06,PROD029,2024-12-09,2024-12-20,,1406,274.66,386171.96,Pending,
PO02374,SUPP030,FACT04,PROD025,2022-04-25,2022-05-02,2022-05-02,4818,160.29,772277.22,Delivered,0.0
PO02375,SUPP029,FACT04,PROD056,2023-07-23,2023-09-20,2023-11-06,3646,154.14,561994.44,Delayed,47.0
PO02376,SUPP026,FACT02,PROD077,2023-10-04,2023-11-07,2023-11-07,1989,221.29,440145.81,Delivered,0.0
PO02377,SUPP026,FACT03,PROD063,2023-05-10,2023-06-13,2023-06-13,2845,248.11,705872.95,Delivered,0.0
PO02378,SUPP037,FACT07,PROD027,2024-07-29,2024-08-22,2024-08-22,4418,196.26,867076.68,Delivered,0.0
PO02379,SUPP053,FACT03,PROD060,2024-08-25,2024-10-13,2024-10-13,2723,138.72,377734.56,Delivered,0.0
PO02380,SUPP030,FACT05,PROD083,2024-04-01,2024-04-08,2024-04-08,1099,293.9,322996.1,Delivered,0.0
PO02381,SUPP003,FACT10,PROD049,2022-07-21,2022-08-22,2022-08-22,2641,418.58,1105469.78,Delivered,0.0
PO02382,SUPP043,FACT06,PROD065,2023-10-11,2023-11-25,2024-01-15,3839,558.86,2145463.54,Delayed,51.0
PO02383,SUPP007,FACT06,PROD038,2023-07-14,2023-08-15,2023-08-15,4054,43.13,174849.02,Delivered,0.0
PO02384,SUPP049,FACT04,PROD083,2024-11-07,2024-11-30,2024-11-30,140,285.9,40026.0,Delivered,0.0
PO02385,SUPP073,FACT06,PROD052,2023-04-23,2023-04-30,2023-04-30,525,179.31,94137.75,Delivered,0.0
PO02386,SUPP041,FACT03,PROD001,2023-05-03,2023-06-30,2023-06-30,2096,244.85,513205.6,Delivered,0.0
PO02387,SUPP077,FACT07,PROD040,2024-09-09,2024-11-04,2024-11-04,4871,366.32,1784344.72,Delivered,0.0
PO02388,SUPP079,FACT07,PROD081,2024-02-18,2024-04-16,,3740,168.23,629180.2,Pending,
PO02389,SUPP054,FACT04,PROD021,2022-12-06,2023-01-07,2023-01-07,4075,136.52,556319.0,Delivered,0.0
PO02390,SUPP069,FACT02,PROD086,2023-09-04,2023-10-08,2023-10-08,3316,583.02,1933294.32,Delivered,0.0
PO02391,SUPP027,FACT11,PROD015,2022-04-26,2022-05-11,2022-05-11,4679,57.47,268902.13,Delivered,0.0
PO02392,SUPP008,FACT07,PROD050,2022-03-15,2022-04-15,2022-04-15,2795,329.44,920784.8,Delivered,0.0
PO02393,SUPP032,FACT03,PROD103,2022-04-26,2022-05-17,2022-05-17,134,149.94,20091.96,Delivered,0.0
PO02394,SUPP064,FACT01,PROD048,2022-05-06,2022-05-22,,2689,356.65,959031.85,Pending,
PO02395,SUPP010,FACT02,PROD103,2023-10-19,2023-11-05,2023-11-07,4986,153.07,763207.02,Delivered,2.0
PO02396,SUPP013,FACT10,PROD032,2023-10-26,2023-11-26,2023-11-26,126,169.93,21411.18,Delivered,0.0
PO02397,SUPP063,FACT09,PROD049,2024-09-17,2024-10-05,2024-10-05,2480,444.48,1102310.4,Delivered,0.0
PO02398,SUPP035,FACT12,PROD068,2024-10-14,2024-11-07,2024-11-07,3554,61.19,217469.26,Delivered,0.0
PO02399,SUPP061,FACT08,PROD108,2024-05-08,2024-06-11,,2474,157.73,390224.02,Pending,
PO02400,SUPP054,FACT06,PROD045,2022-03-26,2022-04-27,2022-04-27,2271,341.86,776364.06,Delivered,0.0
PO02401,SUPP008,FACT06,PROD032,2023-09-25,2023-10-26,2023-10-26,455,168.96,76876.8,Delivered,0.0
PO02402,SUPP029,FACT01,PROD004,2023-03-27,2023-05-25,2023-06-28,2179,305.99,666752.21,Delayed,34.0
PO02403,SUPP041,FACT02,PROD117,2023-06-02,2023-07-30,2023-07-30,4166,236.5,985259.0,Delivered,0.0
PO02404,SUPP030,FACT04,PROD065,2024-04-25,2024-05-02,2024-05-27,447,608.4,271954.8,Delayed,25.0
PO02405,SUPP021,FACT03,PROD097,2023-11-26,2023-12-05,2023-12-05,1850,302.82,560217.0,Delivered,0.0
PO02406,SUPP076,FACT01,PROD071,2023-07-04,2023-07-30,2023-07-30,3523,682.73,2405257.79,Delivered,0.0
PO02407,SUPP011,FACT08,PROD073,2024-07-17,2024-09-04,2024-10-04,1858,371.1,689503.8,Delayed,30.0
